,name,link,comments,Tomato Type,Breed,Season,Leaf Type,Plant Type,Plant Height,Fruit Size,Fruit Shape,Skin Color,Flesh Color,Taste,Comments,Origin,History,Usage,Availability,Disease Resistance,Flaws
2833,BHN 964,https://njaes.rutgers.edu/tomato-varieties/variety.php?BHN+964,,Commercial,Hybrid,Mid,Normal,Determinate,3 ft.,10 oz.,Flattened Globe,Red,Red,Tomato Flavor,Early blight tolerant. VFT.,USA,,,,,
2834,Big League,https://njaes.rutgers.edu/tomato-varieties/variety.php?Big+League,,Garden,Hybrid,Early,Normal,Determinate,4 ft.,16 oz.,Flattened Globe,Red,Red,Tomato Flavor,Large fruit for a container variety.,,,,,,
2835,Camaro,https://njaes.rutgers.edu/tomato-varieties/variety.php?Camaro,,Garden,Hybrid,Mid,Normal,Determinate,3 ft.,10 oz.,Round,Red,Red,Tomato Flavor,Compact plant. VF1F2F3A.,,,,,,
2836,Chapman,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chapman,,Garden,Open Pollinated,Late,Normal,Indeterminate,5 ft.,16 oz.,Beefsteak,Red,Red,Tomato Flavor,,,,,,,
2837,Daytona (1),https://njaes.rutgers.edu/tomato-varieties/variety.php?Daytona+(1),,Garden,Hybrid,Mid,Normal,Determinate,3 ft.,4 oz.,Plum,Red,Red,Tomato Flavor,VFT.,,,,,,
2838,Garden Gem,https://njaes.rutgers.edu/tomato-varieties/variety.php?Garden+Gem,,Garden,Hybrid,Mid,Normal,Semi-Determinate,4 ft.,2 oz.,Plum,Red,Red,Tomato Flavor,Developed by U. of Fla for flavor.,USA,,,,,
2839,Garden Treasure,https://njaes.rutgers.edu/tomato-varieties/variety.php?Garden+Treasure,,Garden,Hybrid,Mid,Normal,Indeterminate,6 ft.,8 oz.,Flattened Globe,Red,Red,Tomato Flavor,Developed by U. of Fla for flavor.,USA,,,,,
2840,Grandma's Little Girl,https://njaes.rutgers.edu/tomato-varieties/variety.php?Grandma's+Little+Girl,,Heirloom,Hybrid,Late,Normal,Indeterminate,6 ft.,6 oz.,Flattened Globe,Red,Red,Tomato Flavor,With ribbed shoulders.,,,,,,
2841,Italian Goliath,https://njaes.rutgers.edu/tomato-varieties/variety.php?Italian+Goliath,,Garden,Hybrid,Mid,Normal,Indeterminate,6 ft.,8 oz.,Flattened Globe,Red,Red,Tomato Flavor,Also called 'Boy-Oh-Boy'.,,,,,,
2842,Betalux,https://njaes.rutgers.edu/tomato-varieties/variety.php?Betalux,,Heirloom,Open Pollinated,Early,Potato,Determinate,2 ft.,4 oz.,Flattened Globe,Red,Red,Tomato Flavor,Potato leaves.,,,,,,
2843,Cour Di Bue,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cour+Di+Bue,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6 ft.,8 oz.,Oxheart,Red,Red,Tomato Flavor,Originally from Italy.,Italy,,,,,
2844,Creole Original,https://njaes.rutgers.edu/tomato-varieties/variety.php?Creole+Original,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,5 ft.,10 oz.,Round,Red,Red,Tomato Flavor,From gardener in Georgia who says the seeds trace back to the late 1700’s,,,,,,
2845,Lake,https://njaes.rutgers.edu/tomato-varieties/variety.php?Lake,,Garden,Open Pollinated,Mid,Normal,Indeterminate,3 ft.,6 oz.,Flattened Globe,Red,Red,Tomato Flavor,,,,,,,
2846,Medford,https://njaes.rutgers.edu/tomato-varieties/variety.php?Medford,,Garden,Open Pollinated,Late,Normal,Determinate,4 ft.,8 oz.,Flattened Globe,Red,Red,Tomato Flavor,Bred by the late Dr. Tex Frazier of Oregon State U.,USA,,,,,
2847,Oh Happy Day,https://njaes.rutgers.edu/tomato-varieties/variety.php?Oh+Happy+Day,,Garden,Hybrid,Mid,Normal,Indeterminate,5 ft.,4 oz.,Round,Red,Red,Tomato Flavor,,,,,,,
2848,Old Fashioned Goliath ,https://njaes.rutgers.edu/tomato-varieties/variety.php?Old+Fashioned+Goliath+,,Garden,Hybrid,Late,Normal,Indeterminate,6 ft.,12 oz.,Flattened Globe,Red,Red,Tomato Flavor,Also called 'Beef Maestro'.,,,,,,
2849,Rugged Boy,https://njaes.rutgers.edu/tomato-varieties/variety.php?Rugged+Boy,,Garden,Hybrid,Mid,Normal,Determinate,4 ft.,6 oz.,Flattened Globe,Red,Red,Tomato Flavor,Tolerant to Late Blight. VFFT.,,,,,,
2850,Siletz,https://njaes.rutgers.edu/tomato-varieties/variety.php?Siletz,,Garden,Open Pollinated,Mid,Normal,Determinate,4 ft.,10 oz.,Round,Red,Red,Tomato Flavor,Nearly seedless. Bred by Dr. Jim Baggett of Oregon State U.,USA,,,,,
2851,Stellar,https://njaes.rutgers.edu/tomato-varieties/variety.php?Stellar,,Garden,Hybrid,Mid,Normal,Determinate,4 ft.,6 oz.,Round,Red,Red,Tomato Flavor,Resistant to late blight tolerant to early blight.,,,,,,
2852,Sunbrite,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sunbrite,,Commercial,Hybrid,Mid,Normal,Determinate,3 ft.,10 oz.,Flattened Globe,Red,Red,Tomato Flavor,Firm fruit. F1F2V.,,,,,,
2853,Willamette,https://njaes.rutgers.edu/tomato-varieties/variety.php?Willamette,,Garden,Open Pollinated,Mid,Normal,Determinate,3 ft.,8 oz.,Round,Red,Red,Tomato Flavor,Bred by the late Dr. Tex Frazier. of Oregon State U.,USA,,,,,
2854,Braveheart,https://njaes.rutgers.edu/tomato-varieties/variety.php?Braveheart,,Garden,Hybrid,Early,Normal,Indeterminate,6 ft.,1 oz.,Cherry,Red,Red,Sweet,Medium size plant.,,,,,,
2855,Super Boy 785,https://njaes.rutgers.edu/tomato-varieties/variety.php?Super+Boy+785,,Garden,Hybrid,Late,Normal,Semi-Determinate,3 ft.,8 oz.,Round,Red,Red,Tomato Flavor,,,,,,,
2856,Candyland,https://njaes.rutgers.edu/tomato-varieties/variety.php?Candyland,,Garden,Hybrid,Early,Normal,Indeterminate,5 ft.,0.5 oz.,Currant,Red,Red,Sweet,2016 AAS winner.,,,,,,
2857,Centiflor Red,https://njaes.rutgers.edu/tomato-varieties/variety.php?Centiflor+Red,,Garden,Open Pollinated,Mid,Normal,Indeterminate,4 ft.,1 oz.,Cherry,Red,Red,Sweet,"Clusters that hang like grapes.  Bred by Dr. Alan Kapuler, Ph.D. of Peace Seeds.",USA,,,,,
2858,Chef's Choice Red,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chef's+Choice+Red,,Specialty,Hybrid,Late,Normal,Indeterminate,5 ft.,8 oz.,Globe,Red,Red,,2018 AAS winner. VFF.,,,,,,
2859,Early Boy Bush,https://njaes.rutgers.edu/tomato-varieties/variety.php?Early+Boy+Bush,,Garden,Hybrid,Very Early,Normal,Determinate,4 ft.,5 oz.,Round,Red,Red,,Compact plant; needs very little support. VFF.,,,,,,
2860,Early First Prize,https://njaes.rutgers.edu/tomato-varieties/variety.php?Early+First+Prize,,Garden,Hybrid,Very Early,Normal,Indeterminate,5 ft.,6 oz.,Round,Red,Red,,Early harvest. VFFNT.,,,,,,
2861,Heinz 1370,https://njaes.rutgers.edu/tomato-varieties/variety.php?Heinz+1370,,Commercial,Open Pollinated,Mid,Normal,Determinate,4 ft.,6 oz.,Round,Red,Red,,"Excellent for ketchup, purees, and sauces.",,,,,,
2862,Mountain Gem,https://njaes.rutgers.edu/tomato-varieties/variety.php?Mountain+Gem,,Commercial,Open Pollinated,Mid,Normal,Determinate,4 ft.,12 oz.,Flattened Globe,Red,Red,,Late blight resistant. FFT.,USA,,,,,
2863,Prime Beef Goliath,https://njaes.rutgers.edu/tomato-varieties/variety.php?Prime+Beef+Goliath,,Garden,Hybrid,Early,Normal,Determinate,5 ft.,10 oz.,Globe,Red,Red,,Green shoulders. VFFT.,,,,,,
2864,Quarter Century,https://njaes.rutgers.edu/tomato-varieties/variety.php?Quarter+Century,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,3 ft.,8 oz.,Flattened Globe,Red,Red,,Crack resistant dwarf variety.,,,,,,
2865,Quedlinburger Fruhe Liebe,https://njaes.rutgers.edu/tomato-varieties/variety.php?Quedlinburger+Fruhe+Liebe,,Heirloom,Open Pollinated,Very Early,Potato,Indeterminate,5 ft.,2 oz.,Round,Red,Red,,Developed for cool rainy nights.,Germany,,,,,
2866,Ridge Runner (2),https://njaes.rutgers.edu/tomato-varieties/variety.php?Ridge+Runner+(2),,Commercial,Hybrid,Mid,Normal,Determinate,4 ft.,10 oz.,Globe,Red,Red,,Firm fruit developed for local farm production.,USA,,,,,
2867,Roadster,https://njaes.rutgers.edu/tomato-varieties/variety.php?Roadster,,Commercial,Hybrid,Early,Normal,Determinate,4 ft.,10 oz.,Flattened Globe,Red,Red,,Early fruiting on plants.,,,,,,
2868,Joker,https://njaes.rutgers.edu/tomato-varieties/variety.php?Joker,,Specialty,Hybrid,Early,Normal,Determinate,4 ft.,10 oz.,Flattened Globe,Red,Red,,Extended shelf life. VFFT.,France,,,,,
2869,Supertasty,https://njaes.rutgers.edu/tomato-varieties/variety.php?Supertasty,,Garden,Hybrid,Early,Normal,Semi-Determinate,4 ft.,8 oz.,Flattened Globe,Red,Red,,Space saving plant habit. VFFT.,,,,,,
2870,Andiamo,https://njaes.rutgers.edu/tomato-varieties/variety.php?Andiamo,,Heirloom,Open Pollinated,Very Early,Normal,Indeterminate,5 ft.,6 oz.,Plum,Red,Red,,Fruit elongated San Marzano type.,Italy,,,,,
2871,Blue Beech,https://njaes.rutgers.edu/tomato-varieties/variety.php?Blue+Beech,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6 ft.,10 oz.,Plum,Red,Red,,Well adapted to cold climates.,Italy,,,,,
2872,Hybrid 46,https://njaes.rutgers.edu/tomato-varieties/variety.php?Hybrid+46,,Commercial,Hybrid,Mid,Normal,Determinate,4 ft.,6 oz.,Plum,Red,Red,,"Good for paste, sauce. VFFT.",,,,,,
2873,A Grappoli D'Inverno,https://njaes.rutgers.edu/tomato-varieties/variety.php?A+Grappoli+D'Inverno,,Heirloom,Open Pollinated,Early,Normal,Semi-Determinate,4 ft.,1 oz.,Grape,Red,Red,,Roma/grape (winter grape).,Italy,,,,,
2874,Baby Grape,https://njaes.rutgers.edu/tomato-varieties/variety.php?Baby+Grape,,Specialty,Open Pollinated,Mid,Normal,Indeterminate,6 ft.,1 oz.,Grape,Red,Red,,1 inch  long plum shape.,,,,,,
2875,Bartelly,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bartelly,,Specialty,Hybrid,Very Early,Normal,Indeterminate,5 ft.,0.5 oz.,Grape,Red,Red,,1-inch wide fruit.,,,,,,
2876,Jelly Bean Red,https://njaes.rutgers.edu/tomato-varieties/variety.php?Jelly+Bean+Red,,Garden,Hybrid,Early,Normal,Indeterminate,7 ft.,0.5 oz.,Currant,Red,Red,,Clusters of fruit with thin skin. VFF.,,,,,,
2877,Princess Yum Yum,https://njaes.rutgers.edu/tomato-varieties/variety.php?Princess+Yum+Yum,,Garden,Hybrid,Mid,Normal,Indeterminate,8 ft.,0.5 oz.,Grape,Red,Red,,Fruits in clusters. Resistant to late blight & powdery mildew.,,,,,,
2878,Chocolate Stripes,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chocolate+Stripes,,Garden,Open Pollinated,Mid,Normal,Indeterminate,5 ft.,16 oz.,Flattened Globe,Red,Red,,"Beefsteak, complex sweet and earthy tomato flavor, dark red with green stripes",USA,,,,,
2879,Bronze Torch,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bronze+Torch,,Specialty,Hybrid,Early,Normal,Indeterminate,6 ft.,1.5 oz.,Round,Red,Red,,"Crack resistant, brick red with bronze stripes",,,,,,
2880,Emmylou,https://njaes.rutgers.edu/tomato-varieties/variety.php?Emmylou,,Commercial,Hybrid,Early,Normal,Determinate,3 ft.,10 oz.,Round,Red,Red,,"Extra-large, red fruit with a delicious, juicy flavor?",,,,,,
2881,Mountain Man,https://njaes.rutgers.edu/tomato-varieties/variety.php?Mountain+Man,,Garden,Hybrid,Mid,Normal,Determinate,3 ft.,8.5 oz.,Round,Red,Red,,"Good for container gardening, good balance of sweet and acid",,,,,,
2882,RuBee Prize,https://njaes.rutgers.edu/tomato-varieties/variety.php?RuBee+Prize,,Commercial,Hybrid,Early,Normal,Indeterminate,5 ft.,9 oz.,Flattened Globe,Red,Red,,"Compact plant, very few seeds, show-stopping flavor?",,,,,,
2883,Grandpap's Rose Wax,https://njaes.rutgers.edu/tomato-varieties/variety.php?Grandpap's+Rose+Wax,,Garden,Open Pollinated,Mid,Normal,Indeterminate,6 ft.,12 oz.,Flattened Globe,Red,Red,,"From Roughwood Seed Collection, sweet and slightly tart",USA,,,,,
2884,Red Brandywine,https://njaes.rutgers.edu/tomato-varieties/variety.php?Red+Brandywine,,Garden,Open Pollinated,Late,Normal,Indeterminate,5 ft.,24 oz.,Flattened Globe,Red,Red,,"Large, flavorful and not acidic",USA,,,,,
2885,Rutgers Select,https://njaes.rutgers.edu/tomato-varieties/variety.php?Rutgers+Select,,Garden,Hybrid,Mid,Normal,Indeterminate,5 ft.,8 oz.,Globe,Red,Red,,Developed at Rutgers in the 1920s and still famous for its remarkable flavor and large yields,USA,,,,,
2886,Big Red,https://njaes.rutgers.edu/tomato-varieties/variety.php?Big+Red,,Garden,Open Pollinated,Mid,Normal,Indeterminate,6 ft.,16 oz.,Globe,Red,Red,,Good slicing tomato,USA,,,,,
2887,RuBee Dawn,https://njaes.rutgers.edu/tomato-varieties/variety.php?RuBee+Dawn,,Commercial,Hybrid,Early,Normal,Indeterminate,4 ft.,10 oz.,Flattened Globe,Red,Red,,"Compact plant,  wonderful balance of sweet with a touch of tartness and a hint of floral overtones?",,,,,,
2888,Apero,https://njaes.rutgers.edu/tomato-varieties/variety.php?Apero,,Commercial,Hybrid,Early,Normal,Indeterminate,6 ft.,1 oz.,Grape,Red,Red,,"High resistance to FNT, exceptional flavor? and foliar disease resistance",,,,,,
2889,Celano,https://njaes.rutgers.edu/tomato-varieties/variety.php?Celano,,Garden,Hybrid,Early,Normal,Semi-Determinate,5 ft.,0.5 oz.,Grape,Red,Red,,2020 AAS Winner Excellent late blight tolerance,,,,,,
2890,Sun Dried Cherry,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sun+Dried+Cherry,,Garden,Hybrid,Early,Normal,Indeterminate,5 ft.,1 oz.,Cherry,Red,Red,,"High yielding, large clusters can be dried in the sun",,,,,,
2891,Ella Bella,https://njaes.rutgers.edu/tomato-varieties/variety.php?Ella+Bella,,Garden,Hybrid,Mid,Normal,Indeterminate,6 ft.,1 oz.,Cherry,Red,Red,,Highly resistant to leaf mold and intermediate resistance to FN.,,,,,,
2892,BHN  785,https://njaes.rutgers.edu/tomato-varieties/variety.php?BHN++785,,Commercial,Hybrid,Mid,Normal,Determinate,3 ft.,0.5 oz.,Grape,Red,Red,,"Resistance to F, concentrated set of smooth, firm fruit",,,,,,
2893,Chadwick Cherry (2),https://njaes.rutgers.edu/tomato-varieties/variety.php?Chadwick+Cherry+(2),,Garden,Open Pollinated,Mid,Normal,Indeterminate,5 ft.,1 oz.,Cherry,Red,Red,,"Developed by Alan Chadwick, sparkling, full bodied flavor?",USA,,,,,
2894,Crokini,https://njaes.rutgers.edu/tomato-varieties/variety.php?Crokini,,Garden,Hybrid,Early,Normal,Indeterminate,6 ft.,0.5 oz.,Cherry,Red,Red,,2020 AAS Winner Excellent late blight tolerance,,,,,,
2895,Red Plum,https://njaes.rutgers.edu/tomato-varieties/variety.php?Red+Plum,,Garden,Open Pollinated,Mid,Normal,Indeterminate,5 ft.,1 oz.,Plum,Red,Red,,Large harvest of small plum shaped fruit,,,,,,
2896,Minibel,https://njaes.rutgers.edu/tomato-varieties/variety.php?Minibel,,Garden,Open Pollinated,Early,Normal,Determinate,3 ft.,0.5 oz.,Cherry,Red,Red,,Prolific dwarf variety suited to containers,Netherlands,,,,,
2897,Sparky XSL,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sparky+XSL,,Garden,Hybrid,Early,Normal,Indeterminate,6 ft.,1 oz.,Cherry,Red,Red,,"XSL stands for Extended Shelf Life which will keep for up to 3 weeks, sweet flavor, huge yields?",,,,,,
2898,Cherry Ember,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherry+Ember,,Garden,Open Pollinated,Early,Normal,Indeterminate,8 ft.,1 oz.,Grape,Red,Red,,"Red with gold stripes, resists cracking",USA,,,,,
2899,Supernova,https://njaes.rutgers.edu/tomato-varieties/variety.php?Supernova,,Garden,Open Pollinated,Early,Normal,Indeterminate,8 ft.,0.5 oz.,Grape,Red,Red,,Red with yellow stripes inside and out,USA,,,,,
2900,Mountain Vineyard (2),https://njaes.rutgers.edu/tomato-varieties/variety.php?Mountain+Vineyard+(2),,Garden,Hybrid,Mid,Normal,Indeterminate,6 ft.,0.5 oz.,Grape,Red,Red,,"Contains the crimson gene for high lycopene, crack and F resistant",,,,,,
2901,Zenzei,https://njaes.rutgers.edu/tomato-varieties/variety.php?Zenzei,,Garden,Hybrid,Mid,Normal,Indeterminate,6 ft.,5 oz.,Plum,Red,Red,,2023 AAS winner,,,,,,
2902,Canestrino,https://njaes.rutgers.edu/tomato-varieties/variety.php?Canestrino,,Garden,Open Pollinated,Early,Normal,Indeterminate,7 ft.,8 oz.,Flattened Globe,Red,Red,,"Scalloped, slightly ribbed",Italy,,,,,
2903,Cabo,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cabo,,Garden,Hybrid,Mid,Normal,Indeterminate,6 ft.,4 oz.,Plum,Red,Red,,Flavorful and prolific,,,,,,
2904,Cedro,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cedro,,Garden,Hybrid,Mid,Normal,Indeterminate,7 ft.,6 oz.,Plum,Red,Red,,"Heat tolerant, F",,,,,,
2905,Lovertino,https://njaes.rutgers.edu/tomato-varieties/variety.php?Lovertino,,Garden,Hybrid,Mid,Normal,Indeterminate,7 ft.,1 oz.,Cherry,Red,Red,,"Strawberry shape, grows in long trusses, sweet flavor, TMV",,,,,,
2906,Sweet Snax,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sweet+Snax,,Garden,Hybrid,Early,Normal,Indeterminate,6 ft.,0.5 oz.,Cherry,Red,Red,,"Heavy producer of bright red cherry tomatoes that are less than an inch in diameter and filled with excellent, sweet flavor.",,,,,,
2907,Cherry Princess Sweetie Surprise,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherry+Princess+Sweetie+Surprise,,Garden,Hybrid,Early,Normal,Indeterminate,5 ft.,0.25 oz.,Cherry,Red,Red,,"Complex flavor, early and high yielding",,,,,,
2908,Sweet Chéri,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sweet+Chéri,No information; ,,,,,,,,,,,,,,,,,,
2909,Saybrook,https://njaes.rutgers.edu/tomato-varieties/variety.php?Saybrook,,Commercial,Hybrid,Late,Normal,Determinate,4 ft.,10 oz.,Globe,Red,Red,,"Vigorous plant, smooth fruit",,,,,,
2910,Thunderbird ,https://njaes.rutgers.edu/tomato-varieties/variety.php?Thunderbird+,,Commercial,Hybrid,Mid,Normal,Determinate,5 ft.,10 oz.,Round,Red,Red,,"High yielding and firm fruit, VF",,,,,,
2911,Patsy,https://njaes.rutgers.edu/tomato-varieties/variety.php?Patsy,,Commercial,Hybrid,Mid,Normal,Determinate,5 ft.,10 oz.,Round,Red,Red,,"Continuous yield, deep crimson interior",,,,,,
2912,Mountain Fresh Plus (2),https://njaes.rutgers.edu/tomato-varieties/variety.php?Mountain+Fresh+Plus+(2),,Commercial,Hybrid,Mid,Normal,Determinate,4 ft.,12 oz.,Round,Red,Red,,"Tolerates cool and wet conditions, large fruit with good flavor, VFN",USA,,,,,
2913,Rambler,https://njaes.rutgers.edu/tomato-varieties/variety.php?Rambler,,Commercial,Hybrid,Mid,Normal,Determinate,4 ft.,14 oz.,Round,Red,Red,,Suited for mature green and vine ripe markets,,,,,,
2914,Mikado,https://njaes.rutgers.edu/tomato-varieties/variety.php?Mikado,,Garden,Open Pollinated,Late,Potato,Indeterminate,7 ft.,24 oz.,Flattened Globe,Red,Red,,"Introduced in 1886 in Iowa, first known potato leaf variety",USA,,,,,
2915,Piccolo Carina,https://njaes.rutgers.edu/tomato-varieties/variety.php?Piccolo+Carina,,Garden,Open Pollinated,Mid,Normal,Indeterminate,5 ft.,2 oz.,Flattened Globe,Red,Red,,"Miniature tomatoes, 1.5 inches in diameter, scalloped and sweet",Italy,,,,,
2916,Garden Leader Monster,https://njaes.rutgers.edu/tomato-varieties/variety.php?Garden+Leader+Monster,,Garden,Open Pollinated,Mid,Normal,Indeterminate,6 ft.,20 oz.,Flattened Globe,Red,Red,,"Very large tomato, VF",,,,,,
2917,Helix,https://njaes.rutgers.edu/tomato-varieties/variety.php?Helix,,Garden,Hybrid,Early,Normal,Indeterminate,6 ft.,0.5 oz.,Cherry,Red,Red,,"Good balance of sweet and savory, resistant to late blight",,,,,,
2918,Mountain Pride,https://njaes.rutgers.edu/tomato-varieties/variety.php?Mountain+Pride,,Garden,Hybrid,Mid,Normal,Determinate,4 ft.,7 oz.,Flattened Globe,Red,Red,,"Good yields, firm and crack resistant",USA,,,,,
2919,Shelby,https://njaes.rutgers.edu/tomato-varieties/variety.php?Shelby,,Commercial,Hybrid,Mid,Normal,Determinate,4 ft.,5 oz.,Plum,Red,Red,,"Classic plum shape, high yield and firm",,,,,,
2920,Geranium Kiss,https://njaes.rutgers.edu/tomato-varieties/variety.php?Geranium+Kiss,,Garden,Open Pollinated,Early,Normal,Determinate,2 ft.,2 oz.,Cherry,Red,Red,,"Dwarf, large clusters of pointed blossom end fruit, great for containers",,,,,,
2921,Invincible,https://njaes.rutgers.edu/tomato-varieties/variety.php?Invincible,,Garden,Hybrid,Mid,Normal,Determinate,4 ft.,4 oz.,Round,Red,Red,,"Heat, rain and late blight tolerant",,,,,,
2922,Cipolla's Pride,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cipolla's+Pride,,Garden,Open Pollinated,Mid,Normal,Indeterminate,6 ft.,13 oz.,Plum,Red,Red,,Flavorful and meaty paste tomatoes,Sicily,,,,,
2923,Heinz 1439,https://njaes.rutgers.edu/tomato-varieties/variety.php?Heinz+1439,,Commercial,Hybrid,Mid,Normal,Determinate,5 ft.,6 oz.,Round,Red,Red,,"Heavy yields, crack resistant, developed by Heinz for ketchup, VF",,,,,,
2924,Russian Rose,https://njaes.rutgers.edu/tomato-varieties/variety.php?Russian+Rose,,,Open Pollinated,Mid,Narrow,Indeterminate,6 ft.,12 oz.,Round,Rose,Rose,,A Russian heirloom.,,,,,,
2925,Cosmonaut Volkov Red,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cosmonaut+Volkov+Red,,,,,Normal,,,,,,,,,,,,,,
2926,Seminis 0172-1432,https://njaes.rutgers.edu/tomato-varieties/variety.php?Seminis+0172-1432,,,,,Narrow,,,,Flattened Globe,,Red,,,,,,,,
2927,Grandma's Pick (1),https://njaes.rutgers.edu/tomato-varieties/variety.php?Grandma's+Pick+(1),,,,Late,Normal,Indeterminate,7 ft.,5 oz.,Beefsteak,,,,Supposed to be high in Lycopene.,,,,,,
2928,Mirabelle Blanche,https://njaes.rutgers.edu/tomato-varieties/variety.php?Mirabelle+Blanche,,,Open Pollinated,Mid,,Indeterminate,7 ft.,0.5 oz.,Cherry,,Orange,,,,,,,,
2929,White Queen,https://njaes.rutgers.edu/tomato-varieties/variety.php?White+Queen,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,7 ft.,10 oz.,Beefsteak,White,White,,Ripe fruit often has pink streaks on blossom end.  Sweet well-balanced flavor?,,,,,,
2930,Coyote,https://njaes.rutgers.edu/tomato-varieties/variety.php?Coyote,,Heirloom,Open Pollinated,Early,Normal,Indeterminate,8 ft.,0.3 oz.,Cherry,White,White,,,,,,,,
2931,Cream Sausage,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cream+Sausage,,Specialty,Open Pollinated,Mid,Narrow,Determinate,3 ft.,3 oz.,Long Pointed,White,White,,Sweet flavor?  Adds great color to salsa or sauces.  Compact plants?,,,"Fresh, Paste","Seed Exchange, Commercial",,
2932,Super Snow White,https://njaes.rutgers.edu/tomato-varieties/variety.php?Super+Snow+White,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,7 ft.,1.25 oz.,Cherry,White,White,,Larger fruit than 'Snow White'.,,,,Commercial,,
2933,White Beauty,https://njaes.rutgers.edu/tomato-varieties/variety.php?White+Beauty,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,6 ft.,8 oz.,Flattened Globe,White,White,,Sweet high sugar? Meaty few seeds? Firm flesh.,,Dates back to 1920s.,Fresh,Commercial,,
2934,Old Ivory Egg,https://njaes.rutgers.edu/tomato-varieties/variety.php?Old+Ivory+Egg,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,6 ft.,5 oz.,Plum,White,White,,Fruit has size shape and color of a chicken's egg.  Creamy yellow when ripe. Mild sweet flavor?,,,"Fresh, Paste","Seed Exchange, Commercial",,
2935,Italian Ice,https://njaes.rutgers.edu/tomato-varieties/variety.php?Italian+Ice,,Garden,Hybrid,Mid,Normal,Indeterminate,8 ft.,0.8 oz.,Cherry,White,White,,,,,,,,
2936,White Currant,https://njaes.rutgers.edu/tomato-varieties/variety.php?White+Currant,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,8 ft.,0.15 oz.,Cherry,White,White,Sweet,Very sweet.,,,,,,
2937,White Wonder,https://njaes.rutgers.edu/tomato-varieties/variety.php?White+Wonder,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,5 ft.,8 oz.,Beefsteak,White,White,Sweet,Mild and sweet flavor?,,,,,,
