,Unnamed: 0,name,link,comments,Tomato Type,Breed,Season,Leaf Type,Plant Type,Plant Height,Fruit Size,Fruit Shape,Skin Color,Flesh Color,Taste,Comments,Origin,History,Usage,Availability,Disease Resistance,Flaws,Plant Height Unit,Fruit Size Unit
2349,2349,Pink Beauty,https://njaes.rutgers.edu/tomato-varieties/variety.php?Pink+Beauty,,Specialty,Hybrid,Mid,Normal,Indeterminate,5,8,Flattened Globe,Pink,Pink,,Crack resistent.,,,,,,,ft.,oz.
2350,2350,Pink Cupcake,https://njaes.rutgers.edu/tomato-varieties/variety.php?Pink+Cupcake,,Specialty,Hybrid,Early,Normal,Indeterminate Short Nodes,3,8,Round,Pink,Pink,,,,,,,,,ft.,oz.
2351,2351,Raspberry Lyanna,https://njaes.rutgers.edu/tomato-varieties/variety.php?Raspberry+Lyanna,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,4,10,Round,Pink,Pink,,,,,,,,,ft.,oz.
2352,2352,Yukon Quest,https://njaes.rutgers.edu/tomato-varieties/variety.php?Yukon+Quest,,,Open Pollinated,Mid,Normal,Indeterminate,3,10,Flattened Globe,Pink,Pink,,,,,,,,,ft.,oz.
2353,2353,Brandysweet Plum,https://njaes.rutgers.edu/tomato-varieties/variety.php?Brandysweet+Plum,,Specialty,Open Pollinated,Mid,Potato,Indeterminate,7,1,Small Pear,Pink,Pink,,Cross between 'Brandywine' and a cherry tomato.,,,,,,,ft.,oz.
2354,2354,Umberto,https://njaes.rutgers.edu/tomato-varieties/variety.php?Umberto,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,7,2,Plum,Pink,Pink,,,,,,,,,ft.,oz.
2355,2355,Artic Rose,https://njaes.rutgers.edu/tomato-varieties/variety.php?Artic+Rose,,,Open Pollinated,Mid,,Determinate,2,6,Round,Pink,Pink,,,,,,,,,ft.,oz.
2356,2356,Big Brandy,https://njaes.rutgers.edu/tomato-varieties/variety.php?Big+Brandy,,,Hybrid,Mid,,Indeterminate,4,12,Beefsteak,Pink,Pink,,Cross brandywine and New Big dwarf.,,,,,,,ft.,oz.
2357,2357,Mrs. Maxwell's Big Italian Hr,https://njaes.rutgers.edu/tomato-varieties/variety.php?Mrs.+Maxwell's+Big+Italian+Hr,,,Open Pollinated,Early,,Indeterminate,8,16,Beefsteak,Pink,Pink,,Potato leaves.,,,,,,,ft.,oz.
2358,2358,Pink Girl,https://njaes.rutgers.edu/tomato-varieties/variety.php?Pink+Girl,,,Hybrid,Mid,,Indeterminate,6,8,Round,Pink,Pink,,Crack resistant.,,,,,,,ft.,oz.
2359,2359,Tennessee Britches,https://njaes.rutgers.edu/tomato-varieties/variety.php?Tennessee+Britches,,,Open Pollinated,Late,,Indeterminate,5,16,Beefsteak,Pink,Pink,,,,,,,,,ft.,oz.
2360,2360,Umamin,https://njaes.rutgers.edu/tomato-varieties/variety.php?Umamin,,,Hybrid,Early,,Indeterminate,5,6,Round,Pink,Pink,,,,,,,,,ft.,oz.
2361,2361,Rojita,https://njaes.rutgers.edu/tomato-varieties/variety.php?Rojita,,,Hybrid,Late,,Indeterminate,7,1,Grape,Pink,Pink,,,,,,,,,ft.,oz.
2362,2362,Chef's Choice Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chef's+Choice+Pink,,,Hybrid,Late,,Indeterminate,6,12,Beefsteak,Pink,Pink,,2015 AAS winner.  Potato leaves.,,,,,,,ft.,oz.
2363,2363,Dester,https://njaes.rutgers.edu/tomato-varieties/variety.php?Dester,,,Open Pollinated,Late,,Indeterminate,6,16,Beefsteak,Pink,Pink,,Said to have won tasting competitions.,,,,,,,ft.,oz.
2364,2364,Rebekah Allen,https://njaes.rutgers.edu/tomato-varieties/variety.php?Rebekah+Allen,,,Open Pollinated,Mid,,Indeterminate,5,8,Flattened Globe,Pink,Pink,,,,,,,,,ft.,oz.
2365,2365,Think Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Think+Pink,,,Hybrid,Mid,,Indeterminate,5,8,Round,Pink,Pink,,Firm pink fruit.,,,,,,,ft.,oz.
2366,2366,Pink Accordion,https://njaes.rutgers.edu/tomato-varieties/variety.php?Pink+Accordion,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,7,6,Pear,Pink,Pink,Tomato Flavor,Ruffled like an accordion and semi-hollow.,,,,,,,ft.,oz.
2367,2367,Pink-a-Licious,https://njaes.rutgers.edu/tomato-varieties/variety.php?Pink-a-Licious,,Garden,Hybrid,Mid,Normal,Determinate,4,6,Round,Pink,Pink,Tomato Flavor,,,,,,,,ft.,oz.
2368,2368,Damsel,https://njaes.rutgers.edu/tomato-varieties/variety.php?Damsel,,Garden,Hybrid,Mid,Normal,Indeterminate Short Nodes,5,10,Flattened Globe,Pink,Pink,Tomato Flavor,Late blight resistant.,,,,,,,ft.,oz.
2369,2369,Oxheart Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Oxheart+Pink,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,6,12,Oxheart,Pink,Pink,,Meaty and flavorful.,,,,,,,ft.,oz.
2370,2370,Tiffen Mennonite (2),https://njaes.rutgers.edu/tomato-varieties/variety.php?Tiffen+Mennonite+(2),,Heirloom,Open Pollinated,Late,Potato,Indeterminate,6,16,Round,Pink,Pink,,Dark pink fruit.,,,,,,,ft.,oz.
2371,2371,Whittemore,https://njaes.rutgers.edu/tomato-varieties/variety.php?Whittemore,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,24,Round,Pink,Pink,,Very large fruit.,,,,,,,ft.,oz.
2372,2372,Jolly (2),https://njaes.rutgers.edu/tomato-varieties/variety.php?Jolly+(2),,Garden,Hybrid,Mid,Normal,Indeterminate,7,1.5,Grape,Pink,Pink,,Distinctive tip at blossom end. 2001 AAS Winner.,,,,,,,ft.,oz.
2373,2373,Pink Champagne,https://njaes.rutgers.edu/tomato-varieties/variety.php?Pink+Champagne,,Garden,Hybrid,Early,Normal,Indeterminate,5,1,Grape,Pink,Pink,,Said to be very sweet?,,,,,,,ft.,oz.
2374,2374,Brandywine Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Brandywine+Pink,,Garden,Open Pollinated,Late,Potato,Indeterminate,6,16,Flattened Globe,Pink,Pink,,"Beefsteak, intense tomato flavor",USA,,,,,,ft.,oz.
2375,2375,German Lunchbox (2),https://njaes.rutgers.edu/tomato-varieties/variety.php?German+Lunchbox+(2),,Garden,Open Pollinated,Mid,Normal,Indeterminate,6,2,Grape,Pink,Red,,Vibrant pink and very sweet,Germany,,,,,,ft.,oz.
2376,2376,Zapotec Oaxacan Ribbed,https://njaes.rutgers.edu/tomato-varieties/variety.php?Zapotec+Oaxacan+Ribbed,,Garden,Open Pollinated,Mid,Normal,Indeterminate,6,12,Flattened Globe,Pink,Red,,"Deeply ribbed, mildly sweet, unique flavor",Mexico,,,,,,ft.,oz.
2377,2377,Perfectly Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Perfectly+Pink,,Garden,Hybrid,Late,Potato,Indeterminate,7,16,Flattened Globe,Pink,Pink,,"Large, tasty and super sweet",,,,,,,ft.,oz.
2378,2378,Medium Rare,https://njaes.rutgers.edu/tomato-varieties/variety.php?Medium+Rare,,Garden,Hybrid,Early,Normal,Indeterminate,6,16,Flattened Globe,Pink,Pink,,"Rich meaty, smoky flavor",,,,,,,ft.,oz.
2379,2379,Blushing Star,https://njaes.rutgers.edu/tomato-varieties/variety.php?Blushing+Star,,Garden,Hybrid,Early,Normal,Indeterminate,6,14,Flattened Globe,Pink,Pink,,"Resistant to late blight and septoria leaf spot, savory and sweet",,,,,,,ft.,oz.
2380,2380,Council Bluffs,https://njaes.rutgers.edu/tomato-varieties/variety.php?Council+Bluffs,,Garden,Open Pollinated,Early,Normal,Indeterminate,5,10,Flattened Globe,Pink,Pink,,"Rare heirloom pink beefsteak, sweet and acidic",USA,,,,,,ft.,oz.
2381,2381,Tiffen Mennonite (3),https://njaes.rutgers.edu/tomato-varieties/variety.php?Tiffen+Mennonite+(3),,Garden,Open Pollinated,Late,Potato,Indeterminate,6,14,Flattened Globe,Pink,Pink,,Heavy yielding and sweet with ribbed appearance,Germany,,,,,,ft.,oz.
2382,2382,Lost Marbles,https://njaes.rutgers.edu/tomato-varieties/variety.php?Lost+Marbles,,Garden,Hybrid,Mid,Normal,Indeterminate,6,0.5,Cherry,Pink,Pink,,"Result of various crosses between several wild species, making it particularly resistant to diseases.",USA,,,,,,ft.,oz.
2383,2383,Phuket Egg,https://njaes.rutgers.edu/tomato-varieties/variety.php?Phuket+Egg,,Garden,Open Pollinated,Early,Normal,Indeterminate,5,1,Grape,Pink,Pink,,Unique tart tomato used in Thai cuisine,Thailand,,,,,,ft.,oz.
2384,2384,Aubry's Special Pink,https://njaes.rutgers.edu/tomato-varieties/variety.php?Aubry's+Special+Pink,,Garden,Open Pollinated,Mid,Normal,Indeterminate,6,12,Flattened Globe,Pink,Pink,,"Beefsteak, meaty with few seeds",,,,,,,ft.,oz.
2385,2385,Cherokee Carbon ,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherokee+Carbon+,,,Open Pollinated,Mid,,Indeterminate,5,12,Beefsteak,Purple,Purple,,Beefsteak heirloom marriage between Cherokee Purple and Carbon.,,,,,,,ft.,oz.
2386,2386,Ukrainian Purple,https://njaes.rutgers.edu/tomato-varieties/variety.php?Ukrainian+Purple,,,Open Pollinated,Late,,Indeterminate,6,6,Plum,Purple,Purple,,Fruit 3 to 4 inches.,,,,,,,ft.,oz.
2387,2387,Purple Boy,https://njaes.rutgers.edu/tomato-varieties/variety.php?Purple+Boy,,Garden,Hybrid,Mid,Normal,Indeterminate,5,12,Round,Purple,Red,,Large fruit with green shoulders. VFT.,,,,,,,ft.,oz.
2388,2388,Dark Galaxy (2),https://njaes.rutgers.edu/tomato-varieties/variety.php?Dark+Galaxy+(2),,Garden,Open Pollinated,Mid,Normal,Indeterminate,4,3,Globe,Purple,Red,,"Unusual fruit color, sweet flavor",USA,,,,,,ft.,oz.
2389,2389,Chef's Choice Purple,https://njaes.rutgers.edu/tomato-varieties/variety.php?Chef's+Choice+Purple,,Commercial,Hybrid,Mid,Normal,Indeterminate,5,10,Flattened Globe,Purple,Purple,,"Purple color inside and out, excellent flavor?",,,,,,,ft.,oz.
2390,2390,Black Strawberry,https://njaes.rutgers.edu/tomato-varieties/variety.php?Black+Strawberry,,Commercial,Hybrid,Early,Normal,Indeterminate,5,1,Cherry,Purple,Red,,Marbled skin purple red and gold,,,,,,,ft.,oz.
2391,2391,Midnight Pear,https://njaes.rutgers.edu/tomato-varieties/variety.php?Midnight+Pear,,Garden,Open Pollinated,Early,Normal,Indeterminate,5,0.25,Pear,Purple,Purple,,"Purple pear shaped tomato, outstanding flavor",USA,,,,,,ft.,oz.
2392,2392,Moonshadow,https://njaes.rutgers.edu/tomato-varieties/variety.php?Moonshadow,,Garden,Open Pollinated,Mid,Normal,Indeterminate,8,0.5,Pear,Purple,Purple,,"High yielding plants produce multitudes of gorgeous, black grape tomatoes with irresistible flavor?",USA,,,,,,ft.,oz.
2393,2393,Purple Brandy (2),https://njaes.rutgers.edu/tomato-varieties/variety.php?Purple+Brandy+(2),,Garden,Open Pollinated,Mid,Potato,Indeterminate,6,12,Flattened Globe,Purple,Red,,Rich tasting cross of Brandywine and Marizol Purple,USA,,,,,,ft.,oz.
2394,2394,Dwarf Tennessee Suited,https://njaes.rutgers.edu/tomato-varieties/variety.php?Dwarf+Tennessee+Suited,,Garden,Open Pollinated,Mid,Normal,Indeterminate,4,8,Flattened Globe,Purple,Red,,"Vigorous, juicy and well-balanced flavor",,,,,,,ft.,oz.
2395,2395,Burpee's Big Boy,https://njaes.rutgers.edu/tomato-varieties/variety.php?Burpee's+Big+Boy,,Garden,Hybrid,Mid,Normal,Indeterminate,6,10,Beefsteak,Red,Red,,,USA,,,Commercial,,,ft.,oz.
2396,2396,Homestead,https://njaes.rutgers.edu/tomato-varieties/variety.php?Homestead,,Heirloom,Open Pollinated,Late,Narrow,Semi-Determinate,4,8,Round,Red,Red,,,USA,Developed in 1950's for Florida growers.,,,,,ft.,oz.
2397,2397,Costoluto Genovese,https://njaes.rutgers.edu/tomato-varieties/variety.php?Costoluto+Genovese,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,5,5,Flattened Globe,Red,Red,,Deeply ribbed fruit.,Italy,,,,,,ft.,oz.
2398,2398,Marmande,https://njaes.rutgers.edu/tomato-varieties/variety.php?Marmande,,Heirloom,Open Pollinated,Early,Narrow,Indeterminate,4,6,Flattened Globe,Red,Red,,Slightly acid flavor?,France,,,,,,ft.,oz.
2399,2399,Red Pear,https://njaes.rutgers.edu/tomato-varieties/variety.php?Red+Pear,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,8,0.3,Small Pear,Red,Red,,,,,,,,,ft.,oz.
2400,2400,Rio Grande,https://njaes.rutgers.edu/tomato-varieties/variety.php?Rio+Grande,,,Open Pollinated,Late,,Indeterminate,3,8,Plum,Red,Red,,,,,,,,,ft.,oz.
2401,2401,Roma,https://njaes.rutgers.edu/tomato-varieties/variety.php?Roma,,Garden,Open Pollinated,Mid,Normal,Determinate,4,3,Deep Round Oval,Red,Red,,Old popular variety for paste.  Meaty thick walls with few seeds.  Compact vines.,,,"Fresh, Paste",Commercial,"Verticillium Wilt, Fusarium Wilt Race 1",,ft.,oz.
2402,2402,Cherry Roma,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherry+Roma,,Specialty,Open Pollinated,Late,Normal,Indeterminate,7,1,Grape,Red,Red,,,,,,,,,ft.,inch
2403,2403,Fox Cherry,https://njaes.rutgers.edu/tomato-varieties/variety.php?Fox+Cherry,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,8,1,Cherry,Red,Red,,,,,,,,,ft.,oz.
2404,2404,Koralik,https://njaes.rutgers.edu/tomato-varieties/variety.php?Koralik,,Heirloom,Open Pollinated,Very Early,Normal,Determinate,4,0.25,Cherry,Red,Red,,,Russia,,,,,,ft.,oz.
2405,2405,Sugar Lump,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sugar+Lump,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,1,Cherry,Red,Red,,German heirloom.,Germany,,,,,,ft.,oz.
2406,2406,Andrew Rahart's Jumbo Red,https://njaes.rutgers.edu/tomato-varieties/variety.php?Andrew+Rahart's+Jumbo+Red,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,7,12,Flattened Globe,Red,Red,,,USA,From New York.,,,,,ft.,oz.
2407,2407,Arkansas Traveler,https://njaes.rutgers.edu/tomato-varieties/variety.php?Arkansas+Traveler,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,5,6,Round,Red,Red,,,USA,Bred by U. of Arkansas in 1968.,,Commercial,,,ft.,oz.
2408,2408,Bloody Butcher,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bloody+Butcher,,Specialty,Open Pollinated,Mid,Potato,Indeterminate,5,8,Round,Red,Red,,,,,,,,,ft.,oz.
2409,2409,Box Car Willie,https://njaes.rutgers.edu/tomato-varieties/variety.php?Box+Car+Willie,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,10-16,Beefsteak,Red,Red,,Consistent performer.,,,Fresh,Commercial,,,ft.,oz.
2410,2410,Brandywine OTV,https://njaes.rutgers.edu/tomato-varieties/variety.php?Brandywine+OTV,,Heirloom,Open Pollinated,Mid,Potato,Indeterminate,6,12,Beefsteak,Red,Red,,,,,Fresh,,,,ft.,oz.
2411,2411,Brandywine Red,https://njaes.rutgers.edu/tomato-varieties/variety.php?Brandywine+Red,,Heirloom,Open Pollinated,Late,Potato,Indeterminate,6,14,Beefsteak,Red,Red,,,,,Fresh,Commercial,,,ft.,oz.
2412,2412,Bulgarian #7,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bulgarian+#7,No information; ,,,,,,,,,,,,,,,,,,,,
2413,2413,Bulgarian Triumph,https://njaes.rutgers.edu/tomato-varieties/variety.php?Bulgarian+Triumph,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,3,Round,Red,Red,,Fruit in clusters.,Bulgaria,,,,,,ft.,oz.
2414,2414,Enchantment,https://njaes.rutgers.edu/tomato-varieties/variety.php?Enchantment,,Garden,Hybrid,Early,Narrow,Indeterminate,5,3,Plum,Red,Red,,Firm flesh.,,,Fresh,Commercial,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2, Nematodes",,ft.,oz.
2415,2415,Fabulous,https://njaes.rutgers.edu/tomato-varieties/variety.php?Fabulous,,Garden,Hybrid,Late,Narrow,Determinate,4,10,Flattened Globe,Red,Red,,,,,Fresh,Commercial,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2, Fusarium Wilt Race 3, Tobbacco Mosaic Virus",,ft.,oz.
2416,2416,Florida 47,https://njaes.rutgers.edu/tomato-varieties/variety.php?Florida+47,,Commercial,Hybrid,Mid,Normal,,3,10,Flattened Globe,Red,Red,,Commercial farm variety firm and blemish free.,,,,,,,ft.,oz.
2417,2417,Florida 91,https://njaes.rutgers.edu/tomato-varieties/variety.php?Florida+91,,Commercial,Hybrid,Mid,Narrow,Determinate,3,10,Flattened Globe,Red,Red,,Very few blemishes.,USA,,Fresh,Commercial,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2",,ft.,oz.
2418,2418,Floralina,https://njaes.rutgers.edu/tomato-varieties/variety.php?Floralina,,Commercial,Hybrid,Mid,Normal,Determinate,4,10,Flattened Globe,Red,Red,,Very few blemishes.,USA,Bred by NC State and U. of Fla.,Fresh,Commercial,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2, Alternaria Stem Canker",,ft.,oz.
2419,2419,German Red Strawberry,https://njaes.rutgers.edu/tomato-varieties/variety.php?German+Red+Strawberry,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,5,10,Oxheart,Red,Red,,Very meaty few seeds and little juice.  Tends to have green shoulders.,,,,,,,ft.,oz.
2420,2420,Health Kick,https://njaes.rutgers.edu/tomato-varieties/variety.php?Health+Kick,,,Hybrid,Mid,Narrow,Determinate,4,6,Plum,Red,Red,,50% more lycopene.,,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2, Alternaria Stem Canker",,ft.,oz.
2421,2421,Homesweet,https://njaes.rutgers.edu/tomato-varieties/variety.php?Homesweet,,Garden,Hybrid,Early,Narrow,Determinate,,6,Flattened Globe,Red,Red,Sweet,Very sweet flavor?,,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Fusarium Wilt Race 2, Alternaria Stem Canker",,,oz.
2422,2422,Italian Giant Beefsteak,https://njaes.rutgers.edu/tomato-varieties/variety.php?Italian+Giant+Beefsteak,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,16,Beefsteak,Red,Red,,Originated from Italy over 80 years ago.,Italy,,,,,,ft.,oz.
2423,2423,Jersey Devil,https://njaes.rutgers.edu/tomato-varieties/variety.php?Jersey+Devil,,Heirloom,Open Pollinated,Late,Narrow,Indeterminate,6,6,Long Pointed,Red,Red,,Very meaty few seeds?  Look like frying peppers.  Sweet?,,,"Fresh, Paste",Commercial,,,ft.,oz.
2424,2424,Moskvich,https://njaes.rutgers.edu/tomato-varieties/variety.php?Moskvich,,Heirloom,Open Pollinated,Very Early,Narrow,Indeterminate,6,4,Flattened Globe,Red,Red,,Cold-tolerent plants.  Blemish free with small stem scar?,Russia,From Siberia.,Fresh,"Seed Exchange, Commercial",,,ft.,oz.
2425,2425,Pantano Romanesco,https://njaes.rutgers.edu/tomato-varieties/variety.php?Pantano+Romanesco,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,10,Flattened Globe,Red,Red,,Scalloped.,,,,,,,ft.,oz.
2426,2426,Ramapo,https://njaes.rutgers.edu/tomato-varieties/variety.php?Ramapo,,Specialty,Hybrid,Mid,Normal,Indeterminate,4,12,Flattened Globe,Red,Red,Tomato Flavor,,,"Developed by Dr. Bernie Pollack at Rutgers University, NJAES.",Fresh,,,Softness,ft.,oz.
2427,2427,St. Pierre,https://njaes.rutgers.edu/tomato-varieties/variety.php?St.+Pierre,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,3,8,Round,Red,Red,,Deep red.,Italy,,,,,,ft.,oz.
2428,2428,Santa Clara Canner (1),https://njaes.rutgers.edu/tomato-varieties/variety.php?Santa+Clara+Canner+(1),,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,6,9,Flattened Globe,Red,Red,,,Italy,,,,,,ft.,oz.
2429,2429,Sioux,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sioux,,Heirloom,Open Pollinated,Mid,Narrow,Indeterminate,4,8,Round,Red,,,,,Released by U. of Nebraska in 1944.,,,,,ft.,oz.
2430,2430,Super Marmande,https://njaes.rutgers.edu/tomato-varieties/variety.php?Super+Marmande,,Garden,,Mid,Narrow,Semi-Determinate,4,8,Flattened Globe,Red,Red,,,,,,,,,ft.,oz.
2431,2431,Debaro,https://njaes.rutgers.edu/tomato-varieties/variety.php?Debaro,,Heirloom,Open Pollinated,,Narrow,Indeterminate,,,Plum,Red,Red,,Crack free?  Meaty not much juice?,,,"Fresh, Paste","Seed Exchange, Commercial",,,,
2432,2432,Martino's Roma,https://njaes.rutgers.edu/tomato-varieties/variety.php?Martino's+Roma,,Garden,Hybrid,Late,Normal,Determinate,5,3,Plum,Red,Red,,Italian heirloom.,Italy,,,,,,ft.,oz.
2433,2433,Anna Aasa,https://njaes.rutgers.edu/tomato-varieties/variety.php?Anna+Aasa,,Heirloom,Open Pollinated,Mid,Normal,Indeterminate,,0.38,Cherry,Red,Red,,,,,,,,,,oz.
2434,2434,BHN 268,https://njaes.rutgers.edu/tomato-varieties/variety.php?BHN+268,,Commercial,Hybrid,Early,Narrow,Determinate,4,1,Cherry,Red,Red,,Extra-firm fruit hold up well.,,,Fresh,Commercial,"Verticillium Wilt, Fusarium Wilt Race 1",,ft.,oz.
2435,2435,Camelia,https://njaes.rutgers.edu/tomato-varieties/variety.php?Camelia,,Commercial,Hybrid,Mid,Normal,Indeterminate,6,1,Cherry,Red,Red,,,USA,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Tobbacco Mosaic Virus",,ft.,oz.
2436,2436,Cherry Blossom,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherry+Blossom,,Commercial,Hybrid,Mid,Normal,Determinate,,,Cherry,Red,Red,,,,,,,"Verticillium Wilt, Fusarium Wilt Race 1, Nematodes",,,
2437,2437,Cherry Brandywine,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cherry+Brandywine,,Garden,Open Pollinated,Mid,Normal,Indeterminate,6,,Cherry,Red,Red,,,,,,,,,ft.,
2438,2438,Favorita,https://njaes.rutgers.edu/tomato-varieties/variety.php?Favorita,,Commercial,Hybrid,Mid,Normal,Indeterminate,5,0.6,Cherry,Red,Red,,,,,,,,,ft.,oz.
2439,2439,Gardener's Delight (2),https://njaes.rutgers.edu/tomato-varieties/variety.php?Gardener's+Delight+(2),,Specialty,Open Pollinated,Early,Narrow,Indeterminate,6,0.25,Cherry,Red,Red,,,Germany,,,"Seed Exchange, Commercial",,,ft.,oz.
2440,2440,Jolly Elf,https://njaes.rutgers.edu/tomato-varieties/variety.php?Jolly+Elf,,Commercial,Hybrid,Early,Normal,Determinate,4,0.5,Grape,Red,Red,,Grape tomatoes on a compact plant.,,,Fresh,Commercial,"Verticillium Wilt, Fusarium Wilt Race 1",,ft.,oz.
2441,2441,Juliet,https://njaes.rutgers.edu/tomato-varieties/variety.php?Juliet,,Garden,Hybrid,Early,Narrow,Indeterminate,7,1,Grape,Red,Red,,1999 All-American Selection.  Balanced tomato flavor.,,,,,,,ft.,oz.
2442,2442,Peacevine,https://njaes.rutgers.edu/tomato-varieties/variety.php?Peacevine,,Specialty,Open Pollinated,Mid,Normal,Indeterminate,7,1,Cherry,Red,Red,,,,,,,,,ft.,oz.
2443,2443,Red Fig,https://njaes.rutgers.edu/tomato-varieties/variety.php?Red+Fig,,,Open Pollinated,Mid,Narrow,Indeterminate,6,0.4,Pear,Red,Red,,,,,,,,,ft.,oz.
2444,2444,Red Grape,https://njaes.rutgers.edu/tomato-varieties/variety.php?Red+Grape,,,Hybrid,Mid,Normal,Indeterminate,5,0.4,Grape,Red,Red,,,,,,,,,ft.,oz.
2445,2445,Riesentraube,https://njaes.rutgers.edu/tomato-varieties/variety.php?Riesentraube,,Heirloom,Open Pollinated,Late,Normal,Indeterminate,6,0.65,Grape,Red,Red,,"Produces large display of flower clusters.  Riesentraube means ""large bunch of grapes"" in German.",Germany,,,"Seed Exchange, Commercial",,,ft.,oz.
2446,2446,Cupid,https://njaes.rutgers.edu/tomato-varieties/variety.php?Cupid,,Specialty,Hybrid,Mid,Narrow,Indeterminate,5,0.5,Grape,Red,Red,,,,,,,"Fusarium Wilt Race 1, Alternaria Stem Canker",,ft.,oz.
2447,2447,S 151496,https://njaes.rutgers.edu/tomato-varieties/variety.php?S+151496,,Specialty,Hybrid,,Narrow,Indeterminate,5,0.6,Cherry,Red,Red,,,,,,,,,ft.,oz.
2448,2448,St. Nick,https://njaes.rutgers.edu/tomato-varieties/variety.php?St.+Nick,,Commercial,Hybrid,Mid,Narrow,Indeterminate,4,0.4,Grape,Red,Red,,,,,,,,,ft.,oz.
2449,2449,Sun Cherry,https://njaes.rutgers.edu/tomato-varieties/variety.php?Sun+Cherry,,Specialty,Hybrid,Mid,Normal,Indeterminate,6,0.5,Cherry,Red,Red,,,,,,,,,ft.,oz.
